time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-05 00:00:00+00:00,343,216,48.0,4.0
2022-09-06 00:00:00+00:00,8,8,20.0,4.0
2022-09-07 00:00:00+00:00,157,154,10.0,3.0
2022-09-08 00:00:00+00:00,379,194,35.0,6.0
2022-09-09 00:00:00+00:00,430,234,11.0,5.0
2022-09-10 00:00:00+00:00,336,202,33.0,6.0
2022-09-11 00:00:00+00:00,91,91,17.0,3.0
2022-09-12 00:00:00+00:00,93,92,13.0,2.0
2022-09-13 00:00:00+00:00,6,6,3.0,2.0
2022-09-14 00:00:00+00:00,5,5,14.0,3.0
2022-09-15 00:00:00+00:00,94,94,9.0,3.0
2022-09-16 00:00:00+00:00,3,3,,
2022-09-17 00:00:00+00:00,262,132,15.0,4.0
2022-09-18 00:00:00+00:00,99,97,7.0,1.0
