time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-30 00:00:00+00:00,3484,438,4,4
2026-03-31 00:00:00+00:00,2678,12,6,1
2026-04-01 00:00:00+00:00,2340,653,12,6
2026-04-02 00:00:00+00:00,206,203,3,3
2026-04-03 00:00:00+00:00,678,451,28,5
2026-04-04 00:00:00+00:00,6,5,2,1
2026-04-05 00:00:00+00:00,6,5,5,3
2026-04-06 00:00:00+00:00,4,3,8,4
2026-04-07 00:00:00+00:00,73,70,2,2
2026-04-08 00:00:00+00:00,140,134,5,4
2026-04-09 00:00:00+00:00,139,136,16,6
2026-04-10 00:00:00+00:00,464,261,27,2
2026-04-11 00:00:00+00:00,977,521,9,4
2026-04-12 00:00:00+00:00,484,268,10,5
