url_path,views_total,views_unique
/saltyorg/Sandbox,41,20
/saltyorg/Sandbox/tree/master/roles,26,14
/saltyorg/Sandbox/blob/master/roles/flaresolverr/defaults/main.yml,8,3
/saltyorg/Sandbox/tree/master/roles/flaresolverr/defaults,8,3
/saltyorg/Sandbox/tree/master/roles/flaresolverr,7,3
/saltyorg/Sandbox/tree/master/roles/flaresolverr/tasks,7,3
/saltyorg/Sandbox/issues/301,6,5
/saltyorg/Sandbox/commits/master,5,3
/saltyorg/Sandbox/tree/master/roles/nextcloud,5,3
/saltyorg/Sandbox/blob/master/roles/flaresolverr/tasks/main.yml,4,3
