time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-22 00:00:00+00:00,4,4,35,8
2022-09-23 00:00:00+00:00,10,8,48,2
2022-09-24 00:00:00+00:00,4,4,8,2
2022-09-25 00:00:00+00:00,13,10,8,3
2022-09-26 00:00:00+00:00,264,128,19,3
2022-09-27 00:00:00+00:00,722,446,18,3
2022-09-28 00:00:00+00:00,261,128,23,5
2022-09-29 00:00:00+00:00,529,238,36,3
2022-09-30 00:00:00+00:00,96,95,47,3
2022-10-01 00:00:00+00:00,268,251,74,7
2022-10-02 00:00:00+00:00,700,386,63,4
2022-10-03 00:00:00+00:00,445,315,31,5
2022-10-04 00:00:00+00:00,1743,941,58,6
2022-10-05 00:00:00+00:00,2532,1230,165,5
