time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-28 00:00:00+00:00,1103,661,77,7
2025-09-29 00:00:00+00:00,18,16,22,6
2025-09-30 00:00:00+00:00,231,222,12,3
2025-10-01 00:00:00+00:00,2013,1308,9,5
2025-10-02 00:00:00+00:00,910,485,34,8
2025-10-03 00:00:00+00:00,8,8,7,4
2025-10-04 00:00:00+00:00,5,5,22,2
2025-10-05 00:00:00+00:00,6,6,4,3
2025-10-06 00:00:00+00:00,7825,2950,82,5
2025-10-07 00:00:00+00:00,2574,1245,63,6
2025-10-08 00:00:00+00:00,4790,2248,82,7
2025-10-09 00:00:00+00:00,105,83,31,5
2025-10-10 00:00:00+00:00,1522,845,26,4
2025-10-11 00:00:00+00:00,75,75,8,4
