time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-06 00:00:00+00:00,86,85,60.0,4.0
2023-08-07 00:00:00+00:00,700,331,32.0,10.0
2023-08-08 00:00:00+00:00,838,471,95.0,12.0
2023-08-09 00:00:00+00:00,450,406,32.0,5.0
2023-08-10 00:00:00+00:00,1613,835,146.0,9.0
2023-08-11 00:00:00+00:00,12,11,27.0,2.0
2023-08-12 00:00:00+00:00,355,169,121.0,9.0
2023-08-13 00:00:00+00:00,9,9,8.0,3.0
2023-08-14 00:00:00+00:00,89,89,12.0,1.0
2023-08-15 00:00:00+00:00,15,13,,
2023-08-16 00:00:00+00:00,79,79,41.0,3.0
2023-08-17 00:00:00+00:00,26,23,5.0,4.0
2023-08-18 00:00:00+00:00,84,79,83.0,6.0
2023-08-19 00:00:00+00:00,401,223,,
