url_path,views_total,views_unique
/saltyorg/Sandbox,49,23
/saltyorg/Sandbox/tree/master/roles,32,16
/saltyorg/Sandbox/blob/42d776b21a5a7d5e87863804932cef1fce4cb9dc/README.md,8,8
/saltyorg/Sandbox/blob/master/roles/qui/defaults/main.yml,7,2
/saltyorg/Sandbox/blob/master/sandbox.yml,6,5
/saltyorg/Sandbox/issues,6,4
/saltyorg/Sandbox/pull/508,6,3
/saltyorg/Sandbox/tree/role-refactor,6,3
/saltyorg/Sandbox/blob/master/roles/homarr/defaults/main.yml,6,2
/saltyorg/Sandbox/blob/master/roles/nextcloud/defaults/main.yml,6,2
