time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-10 00:00:00+00:00,19,19,61.0,7.0
2023-04-11 00:00:00+00:00,995,460,17.0,6.0
2023-04-12 00:00:00+00:00,797,416,16.0,4.0
2023-04-13 00:00:00+00:00,16,15,5.0,3.0
2023-04-14 00:00:00+00:00,1643,673,27.0,7.0
2023-04-15 00:00:00+00:00,144,136,36.0,6.0
2023-04-16 00:00:00+00:00,11,10,21.0,5.0
2023-04-17 00:00:00+00:00,17,17,44.0,7.0
2023-04-18 00:00:00+00:00,16,16,40.0,8.0
2023-04-19 00:00:00+00:00,1324,553,38.0,7.0
2023-04-20 00:00:00+00:00,13,11,38.0,6.0
2023-04-21 00:00:00+00:00,13,13,2.0,2.0
2023-04-22 00:00:00+00:00,9,9,12.0,3.0
2023-04-23 00:00:00+00:00,206,187,,
