url_path,views_total,views_unique
/saltyorg/Sandbox/tree/master/roles,102,19
/saltyorg/Sandbox,91,35
/saltyorg/Sandbox/commits/master,31,5
/saltyorg/Sandbox/tree/master/roles/nextcloud,28,5
/saltyorg/Sandbox/tree/master/roles/nextcloud/defaults,26,5
/saltyorg/Sandbox/pulls,24,9
/saltyorg/Sandbox/blob/master/roles/nextcloud/defaults/main.yml,22,5
/saltyorg/Sandbox/tree/master/roles/dockwatch,19,4
/saltyorg/Sandbox/tree/master/roles/dockwatch/defaults,18,4
/saltyorg/Sandbox/blob/master/roles/dockwatch/defaults/main.yml,16,4
