url_path,views_total,views_unique
/saltyorg/Sandbox,27,22
/saltyorg/Sandbox/pulls,21,5
/saltyorg/Sandbox/issues,17,7
/saltyorg/Sandbox/pull/443,16,4
/saltyorg/Sandbox/tree/master/roles,13,10
/saltyorg/Sandbox/commit/7f077f1307b8d3e06ecb758ff376659109ab07b9,5,3
/saltyorg/Sandbox/blob/601098b3eb501d50028e321287d6b98f6d8c5f6a/roles/minecraft/defaults/main.yml,5,1
/saltyorg/Sandbox/actions/runs/16434836822/job/46444002017,4,3
/saltyorg/Sandbox/issues/444,4,3
/saltyorg/Sandbox/blob/master/roles/maybe_finance/defaults/main.yml,4,2
