time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-10 00:00:00+00:00,466,443,7,4
2026-01-11 00:00:00+00:00,8,6,16,4
2026-01-12 00:00:00+00:00,1627,814,50,12
2026-01-13 00:00:00+00:00,385,183,54,14
2026-01-14 00:00:00+00:00,443,440,14,7
2026-01-15 00:00:00+00:00,516,319,40,5
2026-01-16 00:00:00+00:00,201,196,9,5
2026-01-17 00:00:00+00:00,805,415,5,4
2026-01-18 00:00:00+00:00,372,180,24,8
2026-01-19 00:00:00+00:00,200,194,31,6
2026-01-20 00:00:00+00:00,1647,803,17,5
2026-01-21 00:00:00+00:00,7,6,14,9
2026-01-22 00:00:00+00:00,138,135,10,7
2026-01-23 00:00:00+00:00,335,315,15,7
