time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-07 00:00:00+00:00,150,145,34,7
2025-12-08 00:00:00+00:00,91,81,2,2
2025-12-09 00:00:00+00:00,274,273,6,4
2025-12-10 00:00:00+00:00,1039,799,20,4
2025-12-11 00:00:00+00:00,4101,1844,37,6
2025-12-12 00:00:00+00:00,21,21,32,8
2025-12-13 00:00:00+00:00,5,5,5,3
2025-12-14 00:00:00+00:00,12,11,19,4
2025-12-15 00:00:00+00:00,599,556,5,2
2025-12-16 00:00:00+00:00,139,137,12,5
2025-12-17 00:00:00+00:00,236,160,3,3
2025-12-18 00:00:00+00:00,2735,399,71,3
2025-12-19 00:00:00+00:00,337,327,17,7
2025-12-20 00:00:00+00:00,4,4,32,4
