time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-16 00:00:00+00:00,11,10,21,5
2023-04-17 00:00:00+00:00,17,17,44,7
2023-04-18 00:00:00+00:00,16,16,40,8
2023-04-19 00:00:00+00:00,1324,553,38,7
2023-04-20 00:00:00+00:00,13,11,38,6
2023-04-21 00:00:00+00:00,13,13,2,2
2023-04-22 00:00:00+00:00,9,9,12,3
2023-04-23 00:00:00+00:00,206,187,9,1
2023-04-24 00:00:00+00:00,674,299,27,5
2023-04-25 00:00:00+00:00,469,290,75,7
2023-04-26 00:00:00+00:00,77,71,3,1
2023-04-27 00:00:00+00:00,406,228,77,6
2023-04-28 00:00:00+00:00,1069,511,90,7
2023-04-29 00:00:00+00:00,798,364,44,5
