time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-20 00:00:00+00:00,65,44,339,79
2022-09-21 00:00:00+00:00,68,42,424,103
2022-09-22 00:00:00+00:00,289,113,307,83
2022-09-23 00:00:00+00:00,272,97,332,60
2022-09-24 00:00:00+00:00,229,88,438,81
2022-09-25 00:00:00+00:00,210,71,359,76
2022-09-26 00:00:00+00:00,103,62,214,76
2022-09-27 00:00:00+00:00,295,265,419,88
2022-09-28 00:00:00+00:00,7,6,267,74
2022-09-29 00:00:00+00:00,20,17,259,75
2022-09-30 00:00:00+00:00,333,268,268,82
2022-10-01 00:00:00+00:00,199,159,396,79
2022-10-02 00:00:00+00:00,26,19,383,66
2022-10-03 00:00:00+00:00,15,8,435,82
