url_path,views_total,views_unique
/Cloudbox/Cloudbox/wiki,1000,659
/Cloudbox/Cloudbox,726,515
/Cloudbox/Cloudbox/wiki/Basics%3A-Cloudbox-Install-Types,164,121
/Cloudbox/Cloudbox/wiki/Basics%3A-Introduction,119,103
/Cloudbox/Cloudbox/wiki/Install%3A-Dependencies-%28Master-Branch%29,81,46
/Cloudbox/Cloudbox/wiki/Install%3A-Overview,79,54
/Cloudbox/Cloudbox/wiki/Prerequisites%3A-Server,78,56
/Cloudbox/Cloudbox/issues,72,51
/Cloudbox/Cloudbox/wiki/Install%3A-Rclone,66,40
/Cloudbox/Cloudbox/wiki/Install%3A-Preinstall-%28Master-Branch%29,58,30
