time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-16 00:00:00+00:00,15,6,367,89
2022-09-17 00:00:00+00:00,13,7,333,73
2022-09-18 00:00:00+00:00,9,6,300,83
2022-09-19 00:00:00+00:00,303,255,482,116
2022-09-20 00:00:00+00:00,65,44,339,79
2022-09-21 00:00:00+00:00,68,42,424,103
2022-09-22 00:00:00+00:00,289,113,307,83
2022-09-23 00:00:00+00:00,272,97,332,60
2022-09-24 00:00:00+00:00,229,88,438,81
2022-09-25 00:00:00+00:00,210,71,359,76
2022-09-26 00:00:00+00:00,103,62,214,76
2022-09-27 00:00:00+00:00,295,265,419,88
2022-09-28 00:00:00+00:00,7,6,267,74
2022-09-29 00:00:00+00:00,15,12,232,69
