time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-24 00:00:00+00:00,68,43,235,63
2022-10-25 00:00:00+00:00,27,18,259,75
2022-10-26 00:00:00+00:00,7,4,242,70
2022-10-27 00:00:00+00:00,7,5,213,63
2022-10-28 00:00:00+00:00,12,8,254,61
2022-10-29 00:00:00+00:00,7,5,234,47
2022-10-30 00:00:00+00:00,13,5,265,59
2022-10-31 00:00:00+00:00,16,9,357,83
2022-11-01 00:00:00+00:00,14,6,267,73
2022-11-02 00:00:00+00:00,17,9,286,58
2022-11-03 00:00:00+00:00,76,46,144,52
2022-11-04 00:00:00+00:00,75,44,567,57
2022-11-05 00:00:00+00:00,29,24,272,69
2022-11-06 00:00:00+00:00,3,3,228,63
