url_path,views_total,views_unique
/Cloudbox/Cloudbox/wiki,822,518
/Cloudbox/Cloudbox,613,400
/Cloudbox/Cloudbox/wiki/Basics%3A-Cloudbox-Install-Types,112,81
/Cloudbox/Cloudbox/wiki/Basics%3A-Introduction,102,87
/Cloudbox/Cloudbox/wiki/Install%3A-Rclone,86,37
/Cloudbox/Cloudbox/wiki/Install%3A-Overview,81,47
/Cloudbox/Cloudbox/wiki/Install%3A-Dependencies-%28Master-Branch%29,81,35
/Cloudbox/Cloudbox/issues,72,48
/Cloudbox/Cloudbox/wiki/Prerequisites%3A-Server,71,45
/Cloudbox/Cloudbox/search,62,20
