url_path,views_total,views_unique
/Cloudbox/Cloudbox/wiki,826,500
/Cloudbox/Cloudbox,608,393
/Cloudbox/Cloudbox/wiki/Basics%3A-Cloudbox-Install-Types,118,89
/Cloudbox/Cloudbox/wiki/Install%3A-Rclone,109,47
/Cloudbox/Cloudbox/wiki/Basics%3A-Introduction,106,90
/Cloudbox/Cloudbox/wiki/Install%3A-Dependencies-%28Master-Branch%29,87,39
/Cloudbox/Cloudbox/wiki/Install%3A-Overview,84,48
/Cloudbox/Cloudbox/wiki/Prerequisites%3A-Server,70,45
/Cloudbox/Cloudbox/wiki/Install%3A-accounts.yml,64,35
/Cloudbox/Cloudbox/issues,63,43
