time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-05 00:00:00+00:00,158,153,326,68
2022-10-06 00:00:00+00:00,10,8,371,73
2022-10-07 00:00:00+00:00,6,5,235,69
2022-10-08 00:00:00+00:00,5,5,211,61
2022-10-09 00:00:00+00:00,8,6,173,53
2022-10-10 00:00:00+00:00,16,7,363,86
2022-10-11 00:00:00+00:00,15,9,573,93
2022-10-12 00:00:00+00:00,547,414,381,87
2022-10-13 00:00:00+00:00,124,60,280,72
2022-10-14 00:00:00+00:00,214,80,517,78
2022-10-15 00:00:00+00:00,149,77,286,65
2022-10-16 00:00:00+00:00,41,28,266,66
2022-10-17 00:00:00+00:00,140,134,350,70
2022-10-18 00:00:00+00:00,3,3,205,73
