url_path,views_total,views_unique
/Cloudbox/Cloudbox/wiki,805,496
/Cloudbox/Cloudbox,599,381
/Cloudbox/Cloudbox/wiki/Basics%3A-Cloudbox-Install-Types,119,84
/Cloudbox/Cloudbox/wiki/Install%3A-Rclone,113,48
/Cloudbox/Cloudbox/wiki/Basics%3A-Introduction,105,86
/Cloudbox/Cloudbox/wiki/Install%3A-Dependencies-%28Master-Branch%29,82,38
/Cloudbox/Cloudbox/wiki/Install%3A-Overview,73,43
/Cloudbox/Cloudbox/wiki/Install%3A-accounts.yml,71,38
/Cloudbox/Cloudbox/wiki/Prerequisites%3A-Server,65,40
/Cloudbox/Cloudbox/issues,62,42
